Brand,Address,lat,lon
Playmade,"Depot Heights Shopping Centre, 108 Depot Road, #01-03, S(100108)",1.2812742,103.809987
HeyTea,"Clarke Quay Merchant's Court, 3A River Valley Road, #01-06, S(179020)",1.2906024,103.846474
HeyTea,"Westgate, 3 Gateway Drive, #01-25, S(608532)",1.334533,103.742798
HeyTea,"ION Orchard, 2 Orchard Turn, #B4-29, S(238801)",1.3039937,103.83197
HeyTea,"Marina Bay Sands, 10 Bayfront Ave, #01-73, S(018956)",1.2838167,103.859611
Tiger Sugar,"Paragon Shopping Centre, 290 Orchard Rd, #B1-39/40, S(238859)",1.3033979,103.835394
Tiger Sugar,"Capitol Piazza, #B2-32, 13 Stamford Rd, S(178905)",1.2933573,103.851962
Tiger Sugar,"Holland Piazza, 3 Lor Liput, #B1-06, S(277725)",1.3105965,103.795154
R&B Tea,"Singpost Centre, 8 Eunos Rd, #01-133 , S(408600)",1.3185945,103.894166
R&B Tea,"Tampines MRT, 20 Tampines Central 1, #01-18, S(529538)",1.3538756,103.944894
R&B Tea,"Parkway Parade, 80 Marine Parade Rd, #03-30A, S(449269)",1.3016706,103.904821
R&B Tea,"Marina Square, 6 Raffles Blvd, #04-101/102, S(039594)",1.2911713,103.857476
R&B Tea,"Toa Payoh Hub, 470 Lor 6 Toa Payoh, Level 1, S(310470)",1.3320698,103.849565
R&B Tea,"Singapore Polytechnic, Foodcourt 4 AeroHub (AE106), S(139651)",,
R&B Tea,"Oasis Terraces, 681 Punggol Dr, #B1-03, S(820681)",1.4027494,103.91313
R&B Tea,"Wisma Atria, 435 Orchard Rd, #B1-02, S(238877)",1.3037852,103.83313
R&B Tea,"100 AM, 100 Tras St, #01-07, S(079027)",1.2744161,103.843501
R&B Tea,"United Square Mall, K1 Thomson Rd, #04-101/102, S(307591)",1.317325,103.843545
R&B Tea,"KINEX, 11 Tanjong Katong Rd, #04-101/102, S(436950)",1.3143332,103.89474
R&B Tea,"Marina Bay Sands, #04-101/102, 2 Bayfront Ave, S(018972)",1.2830096,103.857875
R&B Tea,"SMU School of Economics, Stamford Rd, S(178903)",1.2977773,103.849018
Xing Fu Tang,"Century Square, 2 Tampines Central 5, #01-22, S(529509)",1.3522667,103.94358
Xing Fu Tang,"Takashimaya Food Village B2, 391 Orchard Road, S(238872)",1.3022194,103.83519
Xing Fu Tang,"Compass One, 1 Sengkang Square, #B1-10, S(546078)",1.3920112,103.895006
Xing Fu Tang,"Causeway Point, 1 Woodlands Square, #B1-K30, S(738099)",1.4360933,103.785947
Xing Fu Tang,"Hillion Mall, 17 Petir Road, #02-21 S(678278)",1.3778375,103.763681
Xing Fu Tang,"Square 2, 10 Sinaran Drive #02-65, S(307506)",1.3208322,103.844147
Xing Fu Tang,"Plaza Singapura, 68 Orchard Road #01-K1, S(238839)",1.3006954,103.84475
PARTEA,"Suntec City Mall North Wing, #02-470, S(038983)",1.2959929,103.858406
